Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Survived
1,female,17-32,1,1,113503,H,C,C,Yes
1,female,17-32,0,1,113505,H,E,S,Yes
1,female,17-32,0,1,113509,H,B,C,Yes
1,male,17-32,0,1,113509,H,B,C,No
1,male,49-64,0,0,113514,M,C,S,No
1,female,49-64,0,0,113572,H,B,S,Yes
1,female,33-48,0,0,113572,H,B,S,Yes
1,male,17-32,1,2,113760,H,B,S,Yes
1,female,0-16,1,2,113760,H,B,S,Yes
1,male,17-32,1,2,113760,H,B,S,Yes
1,female,33-48,1,2,113760,H,B,S,Yes
1,male,33-48,1,0,113773,H,D,S,No
1,female,17-32,1,0,113773,H,D,S,Yes
1,male,17-32,1,0,113776,H,C,S,No
1,female,17-32,1,0,113776,H,C,S,Yes
1,male,33-48,0,0,113780,H,C,C,Yes
1,male,49-64,1,2,113781,H,C,S,Yes
1,female,33-48,1,2,113781,H,C,S,No
1,male,17-32,1,2,113781,H,C,S,No
1,female,17-32,1,2,113781,H,C,S,No
1,female,33-48,0,0,113781,H,Other,S,Yes
1,female,49-64,0,0,113781,H,Other,S,Yes
1,female,17-32,0,0,113783,M,C,S,Yes
1,male,17-32,0,0,113784,H,T,S,No
1,male,33-48,0,0,113786,H,C,S,Yes
1,male,49-64,0,0,113787,H,C,S,No
1,male,33-48,0,0,113788,H,A,S,Yes
1,male,17-32,1,0,113789,H,Other,S,No
1,female,33-48,1,0,113789,H,Other,S,Yes
1,male,33-48,0,0,113790,M,Other,S,No
1,male,17-32,0,0,113792,M,Other,S,No
1,male,49-64,0,0,113794,M,Other,S,Yes
1,female,17-32,0,0,113795,M,Other,S,Yes
1,male,49-64,0,0,113796,H,Other,S,No
1,female,17-32,0,0,113798,H,Other,C,Yes
1,male,17-32,0,0,113800,M,Other,S,No
1,male,17-32,0,0,113801,H,Other,S,No
1,male,33-48,1,0,113803,H,C,S,No
1,female,33-48,1,0,113803,H,C,S,Yes
1,male,33-48,0,0,113804,H,Other,S,Yes
1,male,17-32,1,0,113806,H,E,S,Yes
1,female,17-32,1,0,113806,H,E,S,Yes
1,male,17-32,0,0,113807,M,Other,S,No
2,male,33-48,0,0,211535,M,Other,S,No
2,male,33-48,0,0,211536,M,Other,S,No
2,male,17-32,0,0,218629,M,Other,S,No
2,male,17-32,0,0,219533,M,Other,Q,No
2,male,17-32,0,0,220367,M,Other,S,No
2,female,33-48,0,0,220844,M,Other,S,Yes
2,female,17-32,1,2,220845,H,Other,S,Yes
2,female,33-48,1,2,220845,H,Other,S,Yes
2,male,17-32,1,2,220845,H,Other,S,No
2,female,0-16,1,2,220845,H,Other,S,Yes
2,male,17-32,0,0,220845,H,Other,S,No
2,female,17-32,0,0,223596,M,Other,S,Yes
2,male,33-48,1,0,226875,M,Other,S,No
2,female,17-32,1,0,226875,M,Other,S,Yes
2,male,17-32,1,0,228414,M,Other,S,No
2,female,17-32,1,0,228414,M,Other,S,Yes
2,male,49-64,0,0,229236,M,Other,S,No
2,male,49-64,1,1,230080,M,F,S,Yes
2,male,17-32,1,1,230080,M,F,S,Yes
2,male,17-32,0,2,230080,M,F,S,No
2,male,17-32,2,1,230136,H,F,S,Yes
2,female,64-80,2,1,230136,H,F,S,Yes
2,female,49-64,2,1,230136,H,F,S,Yes
2,female,17-32,0,3,230136,H,F,S,Yes
2,female,17-32,0,1,230433,M,Other,S,Yes
2,female,0-16,0,1,230433,M,Other,S,Yes
2,female,17-32,0,0,230434,M,Other,S,Yes
2,female,17-32,0,1,231919,M,Other,S,Yes
2,female,17-32,0,1,231919,M,Other,S,Yes
2,male,33-48,0,0,231945,M,Other,S,No
2,male,17-32,0,0,233478,M,Other,S,No
2,male,17-32,0,0,233639,M,Other,S,No
2,male,17-32,0,0,233734,M,Other,Q,No
2,male,0-16,0,0,233866,M,Other,S,No
2,male,17-32,0,0,234360,M,Other,S,No
2,female,0-16,0,0,234604,M,Other,S,Yes
2,male,33-48,0,0,234686,M,Other,S,No
2,female,17-32,0,0,234818,M,Other,Q,Yes
2,male,49-64,0,0,235509,M,Other,Q,No
2,male,17-32,0,0,236171,M,Other,S,No
2,female,17-32,0,0,236852,M,Other,S,Yes
2,female,17-32,1,0,236853,M,Other,S,Yes
2,male,17-32,1,0,236853,M,Other,S,No
2,male,17-32,0,0,236854,M,Other,S,No
2,male,17-32,0,0,237216,M,Other,S,No
2,female,17-32,0,0,237249,M,Other,S,No
2,male,17-32,0,0,237393,M,Other,S,No
2,male,17-32,0,0,237442,M,Other,S,No
2,male,17-32,0,0,237565,M,Other,S,No
2,female,17-32,0,0,237668,M,Other,S,Yes
2,male,49-64,0,0,237670,M,Other,S,No
2,female,49-64,0,0,237671,M,Other,S,No
2,male,33-48,0,0,237734,M,Other,C,No
2,male,33-48,1,0,237736,H,Other,C,No
2,female,33-48,1,0,237736,H,Other,C,Yes
2,female,17-32,1,1,237789,H,Other,S,Yes
2,female,17-32,0,2,237789,H,Other,S,Yes
2,male,17-32,0,0,237798,M,Other,S,Yes
2,male,17-32,0,0,239059,M,Other,S,No
2,male,33-48,0,0,239865,M,Other,S,No
2,male,17-32,0,0,239865,M,Other,S,No
2,male,33-48,0,0,240276,L,Other,Q,No
2,female,17-32,0,0,240929,M,Other,S,Yes
2,male,64-80,0,0,242963,M,Other,S,No
2,male,17-32,1,0,243847,M,Other,S,No
2,female,17-32,2,1,243847,M,Other,S,Yes
2,female,17-32,0,0,243880,M,Other,S,Yes
2,female,17-32,1,0,244252,M,Other,S,No
2,male,17-32,1,0,244252,M,Other,S,No
2,male,33-48,0,0,244270,M,Other,S,Yes
2,male,33-48,0,0,244278,L,Other,S,No
2,male,17-32,0,0,244310,M,Other,S,No
2,male,17-32,0,0,244346,M,Other,S,No
2,male,17-32,0,0,244358,M,Other,S,No
2,male,0-16,0,0,244358,M,Other,S,No
2,male,49-64,0,0,244360,M,Other,S,No
2,male,17-32,0,0,244361,M,Other,S,No
2,male,0-16,1,0,244367,M,Other,S,No
2,female,17-32,1,0,244367,M,Other,S,Yes
2,male,17-32,0,0,244368,M,F,S,No
2,male,0-16,0,0,248659,M,Other,S,No
2,male,17-32,0,0,248698,M,D,S,Yes
2,female,0-16,0,0,248706,M,Other,S,Yes
2,male,17-32,0,0,248723,M,Other,S,No
2,male,17-32,0,0,248726,M,Other,S,No
2,female,49-64,0,1,248727,H,Other,S,Yes
2,male,49-64,0,1,248727,H,Other,S,No
2,male,33-48,0,0,248731,M,Other,S,No
2,female,17-32,0,0,248733,M,F,S,Yes
2,male,49-64,0,0,248734,M,F,S,No
2,male,33-48,0,2,248738,H,Other,S,Yes
2,male,17-32,1,1,248738,H,Other,S,Yes
2,female,33-48,1,1,248738,H,Other,S,Yes
2,male,17-32,0,0,248740,M,Other,S,No
2,male,17-32,0,0,248744,M,Other,S,No
2,male,17-32,0,0,248746,M,Other,S,No
2,female,33-48,0,0,248747,M,Other,S,No
2,male,33-48,0,0,250643,M,Other,S,No
2,female,33-48,0,1,250644,M,Other,S,Yes
2,female,17-32,0,1,250644,M,Other,S,Yes
2,male,17-32,0,0,250646,M,Other,S,No
2,male,17-32,0,0,250647,M,Other,S,No
2,male,17-32,0,0,250647,M,Other,S,No
2,female,33-48,0,0,250648,M,Other,S,Yes
2,male,17-32,1,1,250649,M,Other,S,Yes
2,female,49-64,0,2,250649,M,Other,S,Yes
2,female,17-32,1,1,250650,M,Other,S,No
2,female,33-48,1,1,250651,M,Other,S,No
2,male,17-32,1,1,250651,M,Other,S,No
2,female,17-32,0,2,250652,M,Other,S,Yes
2,male,33-48,0,0,250653,M,Other,S,No
2,male,0-16,0,0,250655,M,Other,S,No
2,female,17-32,0,0,250655,M,Other,S,Yes
3,male,33-48,0,0,312992,L,Other,S,No
3,male,49-64,0,0,315082,L,Other,S,No
3,male,17-32,0,0,315083,L,Other,S,No
3,female,17-32,0,0,315084,L,Other,S,No
3,female,17-32,0,0,315085,L,Other,S,No
3,male,17-32,0,0,315086,L,Other,S,No
3,female,17-32,0,0,315087,L,Other,S,No
3,male,17-32,0,0,315088,L,Other,S,No
3,male,17-32,0,0,315089,L,Other,S,No
3,male,0-16,0,0,315090,L,Other,S,No
3,male,17-32,0,0,315091,L,Other,S,No
3,male,17-32,0,0,315092,L,Other,S,No
3,male,17-32,0,0,315093,L,Other,S,No
3,male,17-32,0,0,315094,L,Other,S,No
3,male,33-48,0,0,315095,L,Other,S,No
3,female,33-48,0,0,315096,L,Other,S,No
3,male,17-32,0,0,315097,L,Other,S,No
3,male,17-32,0,0,315098,L,Other,S,Yes
3,male,17-32,2,0,315151,L,Other,S,No
3,female,33-48,2,0,315152,L,Other,S,No
3,female,17-32,0,2,315153,M,Other,S,Yes
3,male,17-32,3,1,315153,M,Other,S,Yes
3,female,17-32,1,1,315153,M,Other,S,Yes
3,male,64-80,0,0,315154,L,Other,S,No
3,male,0-16,0,0,323951,L,Other,S,No
3,male,17-32,0,0,324669,L,Other,S,No
3,female,17-32,0,0,329944,L,Other,Q,No
3,female,17-32,0,0,330844,L,Other,Q,No
3,male,0-16,0,0,330910,L,Other,Q,No
3,male,0-16,0,0,330911,L,Other,Q,No
3,male,33-48,0,0,330920,L,Other,Q,Yes
3,female,17-32,0,0,330923,L,Other,Q,Yes
3,female,33-48,0,0,330958,L,Other,Q,Yes
3,female,0-16,0,0,330963,L,Other,Q,No
3,female,17-32,0,0,330972,L,Other,Q,No
3,female,17-32,0,0,334914,L,Other,Q,Yes
3,male,33-48,0,0,335097,L,Other,Q,No
3,male,33-48,0,0,336439,L,Other,Q,No
3,male,17-32,0,0,341826,L,Other,S,No
3,male,33-48,0,0,342441,L,Other,S,No
3,male,17-32,0,0,342684,L,Other,S,No
3,male,33-48,0,0,342826,L,Other,S,No
3,female,0-16,0,0,343120,L,Other,S,Yes
3,male,49-64,0,0,343275,L,Other,S,No
3,male,17-32,0,0,343276,L,Other,S,No
3,male,17-32,0,0,345364,L,Other,S,No
3,male,17-32,0,0,345501,L,Other,S,Yes
3,male,17-32,1,0,345572,M,Other,S,Yes
3,female,17-32,1,0,345572,M,Other,S,Yes
3,male,33-48,3,0,345763,M,Other,S,No
3,female,49-64,1,0,345763,M,Other,S,No
3,female,17-32,2,0,345764,M,Other,S,No
3,male,49-64,2,0,345764,M,Other,S,No
3,male,17-32,0,0,345765,L,Other,S,No
3,male,17-32,0,0,345767,L,Other,S,No
3,male,0-16,0,0,345768,L,Other,S,Yes
3,male,17-32,0,0,345769,L,Other,S,No
3,male,33-48,0,0,345770,L,Other,S,No
3,male,0-16,0,0,345771,L,Other,S,No
3,female,17-32,0,2,345773,M,Other,S,No
3,male,17-32,1,1,345773,M,Other,S,No
3,female,17-32,1,1,345773,M,Other,S,No
3,male,17-32,0,0,345774,L,Other,S,Yes
3,male,17-32,0,0,345775,L,Other,S,No
3,male,17-32,0,0,345778,L,Other,S,No
3,male,0-16,0,0,345779,L,Other,S,Yes
3,male,0-16,0,0,345780,L,Other,S,No
3,male,33-48,0,0,345781,L,Other,S,No
3,male,17-32,0,0,345783,L,Other,S,No
3,female,0-16,0,1,347054,L,G,S,No
3,female,17-32,1,1,347054,L,G,S,No
3,male,17-32,0,0,347060,L,Other,S,No
3,male,17-32,0,0,347061,L,Other,S,No
3,male,33-48,0,0,347062,L,Other,S,No
3,male,49-64,0,0,347063,L,Other,S,No
3,male,17-32,0,0,347064,L,Other,S,No
3,male,17-32,0,0,347065,L,Other,S,No
3,female,17-32,0,0,347066,L,Other,S,Yes
3,male,33-48,0,0,347067,L,Other,S,No
3,male,17-32,0,0,347068,L,Other,S,No
3,male,0-16,0,0,347069,L,Other,S,No
3,male,0-16,0,0,347070,L,Other,S,Yes
3,female,17-32,0,0,347071,L,Other,S,No
3,male,17-32,1,0,347072,M,Other,S,No
3,female,33-48,1,0,347072,M,Other,S,Yes
3,female,17-32,0,0,347073,L,Other,S,No
3,male,33-48,0,0,347074,L,Other,S,No
3,male,33-48,0,0,347075,L,Other,S,No
3,male,17-32,1,0,347076,L,Other,S,No
3,male,33-48,4,2,347077,H,Other,S,No
3,male,33-48,4,2,347077,H,Other,S,No
3,male,0-16,4,2,347077,H,Other,S,Yes
3,male,17-32,4,2,347077,H,Other,S,No
3,female,17-32,4,2,347077,H,Other,S,Yes
3,male,17-32,1,5,347077,H,Other,S,No
3,female,17-32,1,5,347077,H,Other,S,Yes
3,male,33-48,0,0,347078,L,Other,S,No
3,male,0-16,0,0,347079,L,Other,S,Yes
3,male,49-64,0,2,347080,M,Other,S,No
3,male,17-32,1,1,347080,M,Other,S,No
3,female,33-48,1,1,347080,M,Other,S,No
3,female,17-32,0,0,347081,L,Other,S,Yes
3,male,0-16,4,2,347082,H,Other,S,No
3,female,17-32,4,2,347082,H,Other,S,No
3,female,17-32,4,2,347082,H,Other,S,No
3,female,0-16,4,2,347082,H,Other,S,No
3,female,17-32,4,2,347082,H,Other,S,No
3,male,49-64,1,5,347082,H,Other,S,No
3,female,0-16,1,5,347082,H,Other,S,No
3,male,0-16,1,0,347083,L,Other,S,Yes
3,female,17-32,0,0,347085,L,Other,S,Yes
3,female,17-32,0,0,347086,L,Other,S,No
3,female,17-32,0,0,347087,L,Other,S,No
3,male,33-48,3,2,347088,H,Other,S,No
3,male,17-32,3,2,347088,H,Other,S,No
3,female,17-32,3,2,347088,H,Other,S,No
3,female,17-32,3,2,347088,H,Other,S,No
3,male,17-32,1,4,347088,H,Other,S,No
3,female,17-32,1,4,347088,H,Other,S,No
3,male,0-16,0,0,347089,L,Other,S,Yes
3,male,17-32,0,0,347090,L,Other,S,No
3,female,33-48,4,2,347091,L,Other,S,No
3,male,17-32,0,0,347464,L,Other,S,No
3,male,33-48,0,0,347465,L,Other,S,No
3,male,17-32,0,0,347466,L,Other,S,No
3,male,33-48,0,0,347467,L,Other,S,No
3,male,17-32,0,0,347468,L,Other,S,No
3,female,17-32,0,0,347469,L,Other,S,Yes
3,female,0-16,0,0,347470,L,Other,S,Yes
3,female,64-80,0,0,347471,L,Other,S,No
3,male,0-16,1,1,347742,M,Other,S,Yes
3,female,0-16,1,1,347742,M,Other,S,Yes
3,female,33-48,0,2,347742,M,Other,S,Yes
3,male,17-32,0,0,347743,L,Other,S,No
3,male,33-48,0,0,348121,L,F,S,No
3,male,49-64,0,0,348122,L,F,S,Yes
3,male,17-32,0,0,348123,L,F,S,No
3,male,17-32,0,0,348124,L,F,S,No
3,female,33-48,0,0,348125,L,Other,S,Yes
3,male,17-32,0,0,349202,L,Other,S,No
3,male,33-48,0,0,349203,L,Other,S,No
3,male,17-32,0,0,349204,L,Other,S,No
3,male,17-32,0,0,349205,L,Other,S,No
3,male,33-48,0,0,349206,L,Other,S,No
3,male,17-32,0,0,349207,L,Other,S,No
3,male,17-32,0,0,349209,L,Other,S,No
3,male,17-32,0,0,349210,L,Other,S,No
3,male,0-16,0,0,349211,L,Other,S,No
3,male,17-32,0,0,349212,L,Other,S,No
3,male,33-48,0,0,349213,L,Other,C,No
3,male,33-48,0,0,349219,L,Other,S,No
3,male,33-48,0,0,349224,L,Other,S,No
3,male,17-32,0,0,349226,L,Other,S,No
3,male,0-16,0,0,349228,L,Other,S,No
3,male,17-32,0,0,349229,L,Other,S,No
3,male,17-32,0,0,349230,L,Other,S,No
3,male,17-32,0,0,349231,L,Other,S,No
3,male,49-64,0,0,349232,L,Other,S,No
3,male,17-32,0,0,349233,L,Other,S,No
3,female,33-48,0,0,349236,L,Other,S,No
3,male,17-32,1,0,349237,M,Other,S,No
3,female,17-32,1,0,349237,M,Other,S,No
3,male,17-32,0,0,349239,L,Other,C,No
3,male,33-48,0,0,349240,L,Other,C,Yes
3,male,17-32,0,0,349241,L,Other,C,No
3,male,17-32,0,0,349242,L,Other,S,No
3,male,17-32,0,0,349243,L,Other,S,No
3,female,17-32,0,0,349244,L,Other,S,Yes
3,female,17-32,0,0,349245,L,Other,S,No
3,male,17-32,0,0,349246,L,Other,S,No
3,male,33-48,0,0,349247,L,Other,S,No
3,male,17-32,0,0,349248,L,Other,S,No
3,male,33-48,0,0,349249,L,Other,S,No
3,male,17-32,0,0,349250,L,Other,S,No
3,male,33-48,0,0,349251,L,Other,S,No
3,male,17-32,0,0,349252,L,Other,S,No
3,female,0-16,0,1,349256,M,Other,C,Yes
3,male,33-48,0,1,349256,M,Other,C,Yes
3,male,33-48,0,0,349257,L,Other,S,No
3,male,0-16,3,1,349909,M,Other,S,No
3,male,0-16,3,1,349909,M,Other,S,No
3,female,0-16,3,1,349909,M,Other,S,No
3,female,0-16,3,1,349909,M,Other,S,No
3,female,17-32,0,4,349909,M,Other,S,No
3,male,33-48,1,0,349910,M,Other,S,No
3,female,17-32,1,0,349910,M,Other,S,No
3,male,17-32,0,0,349911,L,Other,S,No
3,male,17-32,0,0,349912,L,Other,S,No
3,male,17-32,1,0,350025,L,Other,S,No
3,male,33-48,2,0,350026,M,Other,S,No
3,female,33-48,1,0,350026,M,Other,S,Yes
3,male,17-32,0,0,350029,L,Other,S,No
3,male,17-32,0,0,350033,L,Other,S,Yes
3,male,17-32,0,0,350034,L,Other,S,Yes
3,male,17-32,0,0,350035,L,Other,S,No
3,male,17-32,0,0,350036,L,Other,S,No
3,male,17-32,0,0,350042,L,Other,S,No
3,male,17-32,0,0,350043,L,Other,S,Yes
3,male,17-32,0,0,350045,L,Other,S,No
3,female,17-32,1,0,350046,L,Other,S,Yes
3,male,33-48,0,0,350047,L,Other,S,No
3,male,17-32,1,0,350048,L,Other,S,No
3,male,17-32,0,0,350050,L,Other,S,No
3,male,17-32,0,0,350052,L,Other,S,No
3,male,17-32,0,0,350053,L,Other,S,Yes
3,male,17-32,0,0,350054,L,Other,S,Yes
3,male,17-32,0,0,350060,L,Other,S,No
3,male,17-32,0,0,350403,L,Other,S,Yes
3,male,17-32,1,1,350404,L,Other,S,No
3,female,0-16,1,1,350405,M,Other,S,No
3,female,33-48,0,2,350405,M,Other,S,No
3,female,0-16,0,0,350406,L,Other,S,No
3,female,17-32,0,0,350407,L,Other,S,No
3,male,17-32,0,0,350408,L,Other,S,No
3,male,17-32,0,0,350409,L,Other,S,No
3,male,17-32,0,0,350410,L,Other,S,No
3,male,17-32,0,0,350416,L,Other,S,No
3,male,17-32,0,0,350417,L,Other,S,Yes
3,male,17-32,0,0,358585,M,Other,S,No
3,female,33-48,1,0,363272,L,Other,S,Yes
3,male,0-16,0,2,363291,M,Other,S,Yes
3,male,33-48,1,1,363291,M,Other,S,No
3,female,17-32,1,1,363291,M,Other,S,Yes
3,male,33-48,0,0,363294,L,Other,S,No
3,male,33-48,0,0,363592,L,Other,S,No
3,male,17-32,0,0,363611,L,Other,S,No
3,male,17-32,0,0,364499,L,Other,S,No
3,male,49-64,0,0,364500,L,Other,S,No
3,male,33-48,0,0,364506,L,Other,S,No
3,male,33-48,0,0,364511,L,Other,S,No
3,male,33-48,0,0,364512,L,Other,S,No
3,female,17-32,0,0,364516,M,Other,S,Yes
3,female,0-16,0,0,364516,M,Other,S,Yes
3,female,17-32,0,0,364846,L,Other,Q,No
3,male,33-48,1,1,364849,M,Other,Q,No
3,female,17-32,1,1,364849,M,Other,Q,No
3,female,17-32,0,0,364850,L,Other,Q,No
3,male,17-32,0,0,364858,L,Other,Q,No
3,male,17-32,0,0,365222,L,Other,Q,No
3,female,17-32,0,0,365226,L,Other,Q,No
3,female,0-16,0,0,367231,L,Other,Q,Yes
3,male,33-48,0,0,367232,L,Other,Q,No
3,female,33-48,0,0,368364,L,Other,Q,No
3,female,17-32,0,0,368702,L,Other,Q,No
3,male,17-32,0,0,369943,L,Other,S,No
3,female,0-16,1,1,370129,M,Other,S,No
3,male,17-32,1,1,370129,M,Other,S,No
3,female,33-48,0,2,370129,M,Other,S,No
3,male,64-80,0,0,370369,L,Other,Q,No
3,female,17-32,0,0,370373,L,Other,Q,Yes
3,male,17-32,0,0,370376,L,Other,Q,No
3,male,17-32,0,0,371109,L,Other,Q,No
3,female,17-32,0,1,371362,M,Other,S,Yes
3,male,17-32,0,1,371362,M,Other,S,No
3,male,33-48,0,0,373450,L,Other,S,No
3,male,17-32,0,0,374887,L,Other,S,No
3,male,17-32,1,0,376566,M,Other,S,No
3,female,17-32,1,0,376566,M,Other,S,No
3,female,17-32,0,0,382650,L,Other,Q,Yes
3,male,17-32,0,0,382651,L,Other,Q,Yes
3,male,0-16,4,1,382652,H,Other,Q,No
3,male,0-16,4,1,382652,H,Other,Q,No
3,male,0-16,4,1,382652,H,Other,Q,No
3,male,0-16,4,1,382652,H,Other,Q,No
3,male,0-16,4,1,382652,H,Other,Q,No
3,female,33-48,0,5,382652,H,Other,Q,No
3,female,17-32,0,0,382653,L,Other,Q,Yes
3,male,17-32,0,0,392076,L,Other,S,No
3,male,17-32,0,0,392078,L,E,S,Yes
3,female,17-32,0,0,392083,L,Other,S,Yes
3,male,0-16,0,0,392089,L,Other,S,Yes
3,male,17-32,0,0,392090,L,Other,S,No
3,male,0-16,0,1,392091,L,Other,S,Yes
3,female,17-32,0,1,392091,L,Other,S,Yes
3,male,17-32,0,0,392095,L,Other,S,No
3,male,0-16,0,1,392096,M,E,S,Yes
3,female,17-32,0,1,392096,M,E,S,Yes
3,male,33-48,0,0,3101262,L,Other,S,No
3,male,17-32,0,0,3101263,L,Other,S,No
3,male,33-48,0,0,3101264,L,Other,S,No
3,female,17-32,0,0,3101265,L,Other,S,Yes
3,male,17-32,1,0,3101266,L,Other,S,No
3,male,17-32,1,0,3101267,L,Other,S,No
3,female,17-32,1,0,3101270,L,Other,S,No
3,female,17-32,1,0,3101271,L,Other,S,No
3,male,33-48,0,0,3101272,L,Other,S,No
3,male,33-48,2,0,3101276,L,Other,S,No
3,male,17-32,2,0,3101277,L,Other,S,No
3,male,17-32,1,0,3101278,M,Other,S,No
3,female,33-48,3,0,3101278,M,Other,S,Yes
3,male,17-32,1,0,3101279,M,Other,S,No
3,female,17-32,1,0,3101279,M,Other,S,Yes
3,female,17-32,4,2,3101281,L,Other,S,Yes
3,female,17-32,0,0,3101282,L,Other,S,Yes
3,female,17-32,0,0,3101283,L,Other,S,Yes
3,male,17-32,0,0,3101284,L,Other,S,Yes
3,male,17-32,0,0,3101287,L,Other,S,No
3,female,17-32,0,0,3101290,L,Other,S,No
3,male,0-16,4,1,3101295,H,Other,S,No
3,male,0-16,4,1,3101295,H,Other,S,No
3,male,0-16,4,1,3101295,H,Other,S,No
3,male,0-16,4,1,3101295,H,Other,S,No
3,male,17-32,4,1,3101295,H,Other,S,No
3,female,33-48,0,5,3101295,H,Other,S,No
3,female,17-32,0,0,3101295,H,Other,S,No
3,male,33-48,0,0,3101296,L,Other,S,No
3,female,17-32,0,0,3101297,L,Other,S,No
3,female,0-16,0,1,3101298,M,Other,S,Yes
3,female,17-32,1,1,3101298,M,Other,S,Yes
3,male,33-48,0,0,3101306,L,Other,S,No
3,male,17-32,0,0,3101307,L,Other,S,No
3,male,17-32,0,0,3101309,L,Other,S,No
3,male,33-48,0,0,3101310,L,Other,S,No
3,male,17-32,0,0,3101311,L,Other,S,No
3,male,17-32,0,0,3101312,L,Other,S,No
3,male,0-16,1,1,3101315,M,Other,S,No
3,female,0-16,1,1,3101315,M,Other,S,No
3,female,17-32,0,2,3101315,M,Other,S,No
3,male,17-32,0,0,3101317,L,Other,S,No
